elvish,english
rúcina,DISORDERED
rúcina,Disordered
rúcina,ruined
rúcina,RUINED
rúcina,Ruined
ruhta-,to terrify
ruhta-,TO TERRIFY
ruhta-,To terrify
ruimen,fireplace
ruimen,FIREPLACE
ruimen,Fireplace
ruimen,hearth
ruimen,HEARTH
ruimen,Hearth
ruina,blazing
ruina,BLAZING
ruina,Blazing
ruina,fiery
ruina,FIERY
ruina,Fiery
ruinë,fire
ruinë,FIRE
ruinë,Fire
ruinë,blaze
ruinë,BLAZE
ruinë,Blaze
rum-,to shift
rum-,TO SHIFT
rum-,To shift
rum-,move
rum-,MOVE
rum-,Move
rum-,heave (of large and heavy things)
rum-,HEAVE (OF LARGE AND HEAVY THINGS)
rum-,Heave (of large and heavy things)
rúna-,to free
rúna-,TO FREE
rúna-,To free
runando,*redeemer
runando,*REDEEMER
runda,smooth
runda,SMOOTH
runda,Smooth
runda,polished
runda,POLISHED
runda,Polished
runya,fiery red
runya,FIERY RED
runya,Fiery red
rúnya,red flame
rúnya,RED FLAME
rúnya,Red flame
rusca¹,red-brown
rusca¹,RED-BROWN
rusca¹,Red-brown
rusco,fox
rusco,FOX
rusco,Fox
ruscuitë,foxy
ruscuitë,FOXY
ruscuitë,Foxy
rúsë,wrath
rúsë,WRATH
rúsë,Wrath
rúsëa,wrathful
rúsëa,WRATHFUL
rúsëa,Wrathful
russa,red-haired
russa,RED-HAIRED
russa,Red-haired
russë,head
russë,HEAD
russë,Head
russë,pelt of red hair
russë,PELT OF RED HAIR
russë,Pelt of red hair
ruxa,wroth
ruxa,WROTH
ruxa,Wroth
rusca²,wroth
rusca²,WROTH
rusca²,Wroth
ruxa-,to crumble
ruxa-,TO CRUMBLE
ruxa-,To crumble
ruxotompalë,Great Bear-dance
ruxotompalë,great bear-dance
ruxotompalë,GREAT BEAR-DANCE
ruxotompalë,Great bear-dance
aþa,I agree of course
aþa,i agree of course
aþa,I AGREE OF COURSE
aþa,of course I do
aþa,of course i do
aþa,OF COURSE I DO
aþa,Of course i do
þá,I agree of course
þá,i agree of course
þá,I AGREE OF COURSE
þá,of course I do
þá,of course i do
þá,OF COURSE I DO
þá,Of course i do
sac-,to close
sac-,TO CLOSE
sac-,To close
sahta,marred
sahta,MARRED
sahta,Marred
sahta-,to induce
sahta-,TO INDUCE
sahta-,To induce
sahtië,pressure
sahtië,PRESSURE
sahtië,Pressure
sahtië,force (to do something against one’s will
sahtië,FORCE (TO DO SOMETHING AGAINST ONE’S WILL
sahtië,Force (to do something against one’s will
sahtië,conscience)
sahtië,CONSCIENCE)
sahtië,Conscience)
saila,wise
saila,WISE
saila,Wise
sam-,to have
sam-,TO HAVE
sam-,To have
sámo,helper
sámo,HELPER
sámo,Helper
sampanë,combination
sampanë,COMBINATION
sampanë,Combination
sana-,*to think
sana-,*TO THINK
sana-,reflect
sana-,REFLECT
sana-,Reflect
sanar,mind
sanar,MIND
sanar,Mind
sanar,thinker
sanar,THINKER
sanar,Thinker
sanar,reflector
sanar,REFLECTOR
sanar,Reflector
sáma,mind
sáma,MIND
sáma,Mind
sanda,shield
sanda,SHIELD
sanda,Shield
sandastan,shield-barrier
sandastan,SHIELD-BARRIER
sandastan,Shield-barrier
sanga,throng
sanga,THRONG
sanga,Throng
sanga,press
sanga,PRESS
sanga,Press
sanga,pressure
sanga,PRESSURE
sanga,Pressure
sangië,necessity
sangië,NECESSITY
sangië,Necessity
sangië,*pressing need
sangië,*PRESSING NEED
sangië,concern
sangië,CONCERN
sangië,Concern
sanomë,there
sanomë,THERE
sanomë,There
sanwë,thought
sanwë,THOUGHT
sanwë,Thought
sanwë,an act of thinking
sanwë,AN ACT OF THINKING
sanwë,An act of thinking
sanwecenda,thought-inspection
sanwecenda,THOUGHT-INSPECTION
sanwecenda,Thought-inspection
sanwecenda,thought-reading
sanwecenda,THOUGHT-READING
sanwecenda,Thought-reading
sanwë-latya,thought-opening
sanwë-latya,THOUGHT-OPENING
sanwë-latya,Thought-opening
sanwementa,thought-sending
sanwementa,THOUGHT-SENDING
sanwementa,Thought-sending
sanwementa,mental message
sanwementa,MENTAL MESSAGE
sanwementa,Mental message
samna,delved hole
samna,DELVED HOLE
samna,Delved hole
samna,pit
samna,PIT
samna,Pit
sáquet-,I will
sáquet-,i will
sáquet-,I WILL
sáquet-,to agree (to do); (lit.) to say ‘yes’
sáquet-,TO AGREE (TO DO); (LIT.) TO SAY ‘YES’
sáquet-,To agree (to do); (lit.) to say ‘yes’
þáquet-,to say ‘yes’
þáquet-,TO SAY ‘YES’
þáquet-,To say ‘yes’
þáquet-,I will
þáquet-,i will
þáquet-,I WILL
þáquet-,agree (to do)
þáquet-,AGREE (TO DO)
þáquet-,Agree (to do)
sar,stone (small)
sar,STONE (SMALL)
sar,Stone (small)
sára,*bitter
sára,*BITTER
sarat,letter (of the Rúmilian alphabet)
sarat,letter (of the rúmilian alphabet)
sarat,LETTER (OF THE RÚMILIAN ALPHABET)
sarat,Letter (of the rúmilian alphabet)
sarda,hard (*as stone)
sarda,HARD (*AS STONE)
sarda,Hard (*as stone)
sarë,ford
sarë,FORD
sarë,Ford
sarmë,writing
sarmë,WRITING
sarmë,Writing
sarnië,shingle
sarnië,SHINGLE
sarnië,Shingle
sarnië,pebble bank
sarnië,PEBBLE BANK
sarnië,Pebble bank
sarta,steadfast
sarta,STEADFAST
sarta,Steadfast
sarta,trusty
sarta,TRUSTY
sarta,Trusty
sarta,loyal
sarta,LOYAL
sarta,Loyal
sat-,to set aside
sat-,TO SET ASIDE
sat-,To set aside
sat-,appropriate to a special purpose
sat-,APPROPRIATE TO A SPECIAL PURPOSE
sat-,Appropriate to a special purpose
sat-,owner
sat-,OWNER
sat-,Owner
satar,trusty follower
satar,TRUSTY FOLLOWER
satar,Trusty follower
satar,loyal companion
satar,LOYAL COMPANION
satar,Loyal companion
sarto,trusty follower
sarto,TRUSTY FOLLOWER
sarto,Trusty follower
sarto,loyal companion
sarto,LOYAL COMPANION
sarto,Loyal companion
satya,private
satya,PRIVATE
satya,Private
satya,separate
satya,SEPARATE
satya,Separate
satya,not common
satya,NOT COMMON
satya,Not common
satya,excluded
satya,EXCLUDED
satya,Excluded
saucarë,doing
saucarë,DOING
saucarë,Doing
saucarë,making a thing very badly
saucarë,MAKING A THING VERY BADLY
saucarë,Making a thing very badly
saucarya,evil-doing
saucarya,EVIL-DOING
saucarya,Evil-doing
saura,cruel
saura,CRUEL
saura,Cruel
saura,evil
saura,EVIL
saura,Evil
saura,vile; stinking
saura,VILE; STINKING
saura,Vile; stinking
saura,foul; bad
saura,FOUL; BAD
saura,Foul; bad
saura,unhealthy
saura,UNHEALTHY
saura,Unhealthy
saura,ill
saura,ILL
saura,Ill
saura,wretched
saura,WRETCHED
saura,Wretched
sav-,to believe
sav-,TO BELIEVE
sav-,To believe
seldë,daughter
seldë,DAUGHTER
seldë,Daughter
selma,fixed idea
selma,FIXED IDEA
selma,Fixed idea
selma,will
selma,WILL
selma,Will
þelma,fixed idea
þelma,FIXED IDEA
þelma,Fixed idea
þelma,will
þelma,WILL
þelma,Will
seltil,daughter [finger name]
seltil,DAUGHTER [FINGER NAME]
seltil,Daughter [finger name]
selyë,daughter (diminutive)
selyë,DAUGHTER (DIMINUTIVE)
selyë,Daughter (diminutive)
sen-,to let loose
sen-,TO LET LOOSE
sen-,To let loose
sen-,free
sen-,FREE
sen-,Free
sen-,let go
sen-,LET GO
sen-,Let go
senta,short
senta,SHORT
senta,Short
senna,short
senna,SHORT
senna,Short
senya¹,usual
senya¹,USUAL
senya¹,Usual
senwa,usual
senwa,USUAL
senwa,Usual
senya²,*my child
senya²,*MY CHILD
ser-,*to sew
ser-,*TO SEW
sercë,blood
sercë,BLOOD
sercë,Blood
sercilixa,blood-thirsty
sercilixa,BLOOD-THIRSTY
sercilixa,Blood-thirsty
sérë,*peace
sérë,*PEACE
serindë,broideress
serindë,BROIDERESS
serindë,Broideress
serindë,needlewoman
serindë,NEEDLEWOMAN
serindë,Needlewoman
serindë,*seamstress
serindë,*SEAMSTRESS
sí,now
sí,NOW
sí,Now
sír,now
sír,NOW
sír,Now
sië,thus
sië,THUS
sië,Thus
sil-,to shine (white)
sil-,TO SHINE (WHITE)
sil-,To shine (white)
silima,crystal substance devised by Fëanor
silima,crystal substance devised by fëanor
silima,CRYSTAL SUBSTANCE DEVISED BY FËANOR
silima,Crystal substance devised by fëanor
sillë,like this
sillë,LIKE THIS
sillë,Like this
silmë,starlight
silmë,STARLIGHT
silmë,Starlight
silmë nuquerna,s-reversed
silmë nuquerna,S-REVERSED
silmë nuquerna,S-reversed
silo,hence
silo,HENCE
silo,Hence
sio,hence
sio,HENCE
sio,Hence
silumë,now
silumë,NOW
silumë,Now
silumë,(lit.) at this time
silumë,(LIT.) AT THIS TIME
síma,imagination
síma,IMAGINATION
síma,Imagination
síma,mind
síma,MIND
síma,Mind
isima,imagination
isima,IMAGINATION
isima,Imagination
isima,mind
isima,MIND
isima,Mind
simen,hither
simen,HITHER
simen,Hither
sin¹,*thus
sin¹,*THUS
sincahonda,flint-hearted
sincahonda,FLINT-HEARTED
sincahonda,Flint-hearted
sinda,grey
sinda,GREY
sinda,Grey
sindë,grey
sindë,GREY
sindë,Grey
sindë,pale
sindë,PALE
sindë,Pale
sindë,silvery grey
sindë,SILVERY GREY
sindë,Silvery grey
Sindarin,Grey-elven
Sindarin,grey-elven
Sindarin,GREY-ELVEN
Sindel,Grey-elf
Sindel,grey-elf
Sindel,GREY-ELF
sindië,greyness
sindië,GREYNESS
sindië,Greyness
sinen,by this means
sinen,BY THIS MEANS
sinen,By this means
sinen,so
sinen,SO
sinen,So
sinomë,here
sinomë,HERE
sinomë,Here
sinomë,(lit.) in this place
sinomë,(LIT.) IN THIS PLACE
sintamo,smith
sintamo,SMITH
sintamo,Smith
sinwa,known
sinwa,KNOWN
sinwa,Known
sinwa,certain
sinwa,CERTAIN
sinwa,Certain
sinwa,ascertained
sinwa,ASCERTAINED
sinwa,Ascertained
sir(a),hither
sir(a),HITHER
sir(a),Hither
hyázë,*this day
hyázë,*THIS DAY
sír(ë),river
sír(ë),RIVER
sír(ë),River
sirya-,to flow
sirya-,TO FLOW
sirya-,To flow
sisíla-,to shine (frequentative)
sisíla-,TO SHINE (FREQUENTATIVE)
sisíla-,To shine (frequentative)
sissë,here
sissë,HERE
sissë,Here
sís,here
sís,HERE
sís,Here
sítë,of this sort
sítë,OF THIS SORT
sítë,Of this sort
sívë²,peace
sívë²,PEACE
sívë²,Peace
sívë³,knowing
sívë³,KNOWING
sívë³,Knowing
sívë³,knowledge
sívë³,KNOWLEDGE
sívë³,Knowledge
söa,filth
söa,FILTH
söa,Filth
soica,thirsty
soica,THIRSTY
soica,Thirsty
sól,?helmet
sól,?HELMET
sól,?top
sól,?TOP
solma¹,?helmet
solma¹,?HELMET
solma¹,?top
solma¹,?TOP
solos,?helmet
solos,?HELMET
solos,?top
solos,?TOP
solma²,hall
solma²,HALL
solma²,Hall
solma²,chamber
solma²,CHAMBER
solma²,Chamber
songa,mouth (interior cavity behind the teeth containing the tongue)
songa,MOUTH (INTERIOR CAVITY BEHIND THE TEETH CONTAINING THE TONGUE)
songa,Mouth (interior cavity behind the teeth containing the tongue)
sánë,pine
sánë,PINE
sánë,Pine
sorna,steadfast
sorna,STEADFAST
sorna,Steadfast
soron,eagle
soron,EAGLE
soron,Eagle
sorno,eagle
sorno,EAGLE
sorno,Eagle
þorya-,to dread
þorya-,TO DREAD
þorya-,To dread
þorya-,feel fear
þorya-,FEEL FEAR
þorya-,Feel fear
þossë,fear
þossë,FEAR
þossë,Fear
þosta-,to put to fright
þosta-,TO PUT TO FRIGHT
þosta-,To put to fright
þosta-,terrify
þosta-,TERRIFY
þosta-,Terrify
sú,sound of wind
sú,SOUND OF WIND
sú,Sound of wind
súlë,breath; (movement of) spirit
súlë,BREATH; (MOVEMENT OF) SPIRIT
súlë,Breath; (movement of) spirit
súlë,emission of power (of will
súlë,EMISSION OF POWER (OF WILL
súlë,Emission of power (of will
súlë,desire)
súlë,DESIRE)
súlë,Desire)
þúlë,spirit
þúlë,SPIRIT
þúlë,Spirit
Súlimë,March
Súlimë,march
Súlimë,MARCH
Súlimë,*Windy-one
Súlimë,*windy-one
Súlimë,*WINDY-ONE
Súlimë,*windy-one
súma,hollow cavity
súma,HOLLOW CAVITY
súma,Hollow cavity
súma,bosom
súma,BOSOM
súma,Bosom
sundo,base
sundo,BASE
sundo,Base
sundo,root
sundo,ROOT
sundo,Root
sundo,root-word
sundo,ROOT-WORD
sundo,Root-word
sundóma,determinant vowel
sundóma,DETERMINANT VOWEL
sundóma,Determinant vowel
sundóma,root-vowel
sundóma,ROOT-VOWEL
sundóma,Root-vowel
sur-,*to seek
sur-,*TO SEEK
þur-,*to seek
þur-,*TO SEEK
súrë,wind
súrë,WIND
súrë,Wind
súrë,breeze
súrë,BREEZE
súrë,Breeze
surië,*(an act of) seeking
surië,*(AN ACT OF) SEEKING
þurië,*(an act of) seeking
þurië,*(AN ACT OF) SEEKING
súriquessë,species of grass
súriquessë,SPECIES OF GRASS
súriquessë,Species of grass
súriquessë,(lit.) wind feather
súriquessë,(LIT.) WIND FEATHER
surya-,to blow (intr.)
surya-,TO BLOW (INTR.)
surya-,To blow (intr.)
sussë,puff (of air)
sussë,PUFF (OF AIR)
sussë,Puff (of air)
susta-,to blow (tr.)
susta-,TO BLOW (TR.)
susta-,To blow (tr.)
súta-,to blow (tr.)
súta-,TO BLOW (TR.)
súta-,To blow (tr.)
tá,then
tá,THEN
tá,Then
tai³,then
tai³,THEN
tai³,Then
tailë,lengthening
tailë,LENGTHENING
tailë,Lengthening
taima,extension
taima,EXTENSION
taima,Extension
taina²,extension
taina²,EXTENSION
taina²,Extension
taina¹,stretched
taina¹,STRETCHED
taina¹,Stretched
taina¹,elongated
taina¹,ELONGATED
taina¹,Elongated
taitë,of that sort
taitë,OF THAT SORT
taitë,Of that sort
tál,foot
tál,FOOT
tál,Foot
talan,flat space
talan,FLAT SPACE
talan,Flat space
talan,platform
talan,PLATFORM
talan,Platform
talca,post
talca,POST
talca,Post
talca,mark
talca,MARK
talca,Mark
tal(da),to the bottom
tal(da),TO THE BOTTOM
tal(da),To the bottom
tallë,like that
tallë,LIKE THAT
tallë,Like that
tallë,*in that way
tallë,*IN THAT WAY
talma¹,basis
talma¹,BASIS
talma¹,Basis
talma²,flat space
talma²,FLAT SPACE
talma²,Flat space
talma²,platform
talma²,PLATFORM
talma²,Platform
talo,thence
talo,THENCE
talo,Thence
tó,thence
tó,THENCE
tó,Thence
talta,tottering
talta,TOTTERING
talta,Tottering
talta,unsteady
talta,UNSTEADY
talta,Unsteady
talta-,to slip
talta-,TO SLIP
talta-,To slip
talta-,slide down
talta-,SLIDE DOWN
talta-,Slide down
talta-,collapse
talta-,COLLAPSE
talta-,Collapse
talta-,fall
talta-,FALL
talta-,Fall
taltil,toe
taltil,TOE
taltil,Toe
taltil,*(lit.) foot-tip
taltil,*(LIT.) FOOT-TIP
talumë,at that time
talumë,AT THAT TIME
talumë,At that time
taman,thing made by handicraft
taman,THING MADE BY HANDICRAFT
taman,Thing made by handicraft
tamen,thither
tamen,THITHER
tamen,Thither
tamma,tool
tamma,TOOL
tamma,Tool
tamo¹,smith
tamo¹,SMITH
tamo¹,Smith
tamo¹,builder
tamo¹,BUILDER
tamo¹,Builder
tamo¹,wright
tamo¹,WRIGHT
tamo¹,Wright
tamo¹,artificer
tamo¹,ARTIFICER
tamo¹,Artificer
tana-,to show
tana-,TO SHOW
tana-,To show
tana-,indicate
tana-,INDICATE
tana-,Indicate
tancal(a),brooch
tancal(a),BROOCH
tancal(a),Brooch
tancal(a),clasp
tancal(a),CLASP
tancal(a),Clasp
tancarya-,*to become firm
tancarya-,*TO BECOME FIRM
tancata-,to make firm
tancata-,TO MAKE FIRM
tancata-,To make firm
tancata-,fix
tancata-,FIX
tancata-,Fix
tancata-,confirm
tancata-,CONFIRM
tancata-,Confirm
tanen,in that way
tanen,IN THAT WAY
tanen,In that way
taniquelassë,*high-white-leaf
taniquelassë,*HIGH-WHITE-LEAF
tanna¹,sign
tanna¹,SIGN
tanna¹,Sign
tanna¹,token
tanna¹,TOKEN
tanna¹,Token
tanwa,sign
tanwa,SIGN
tanwa,Sign
tanwa,token
tanwa,TOKEN
tanwa,Token
tanna²,thither
tanna²,THITHER
tanna²,Thither
tanomë,there
tanomë,THERE
tanomë,There
tanomë,(lit.) in the place (referred to)
tanomë,(LIT.) IN THE PLACE (REFERRED TO)
tanta-,to play a harp
tanta-,TO PLAY A HARP
tanta-,To play a harp
tant(il)a,harp
tant(il)a,HARP
tant(il)a,Harp
tapta,impeded
tapta,IMPEDED
tapta,Impeded
tar,honorific
tar,HONORIFIC
tar,Honorific
tar,sir
tar,SIR
tar,Sir
tar,madam
tar,MADAM
tar,Madam
tar-²,to stand
tar-²,TO STAND
tar-²,To stand
tar(a),thither
tar(a),THITHER
tar(a),Thither
tára¹,lofty
tára¹,LOFTY
tára¹,Lofty
tára¹,tall
tára¹,TALL
tára¹,Tall
tára¹,high
tára¹,HIGH
tára¹,High
tára²,wise
tára²,WISE
tára²,Wise
taras,a great towering building (fort/city/castle)
taras,A GREAT TOWERING BUILDING (FORT/CITY/CASTLE)
taras,A great towering building (fort/city/castle)
taras,tower
taras,TOWER
taras,Tower
tarhanwa,throne
tarhanwa,THRONE
tarhanwa,Throne
tarhanwa,(lit.) high seat
tarhanwa,(LIT.) HIGH SEAT
arcanwa,*throne
arcanwa,*THRONE
tári,queen
tári,QUEEN
tári,Queen
tárië,height
tárië,HEIGHT
tárië,Height
Tárion,alternate name of the last day of the Eldarin six-day week
Tárion,alternate name of the last day of the eldarin six-day week
Tárion,ALTERNATE NAME OF THE LAST DAY OF THE ELDARIN SIX-DAY WEEK
Tárion,Alternate name of the last day of the eldarin six-day week
táris(së),queenship
táris(së),QUEENSHIP
táris(së),Queenship
tarma,pillar
tarma,PILLAR
tarma,Pillar
tarminas,great towering building (fort/city/castle)
tarminas,GREAT TOWERING BUILDING (FORT/CITY/CASTLE)
tarminas,Great towering building (fort/city/castle)
tarminas,tower
tarminas,TOWER
tarminas,Tower
tasar(ë),willow
tasar(ë),WILLOW
tasar(ë),Willow
tassa,index finger
tassa,INDEX FINGER
tassa,Index finger
tassë,there
tassë,THERE
tassë,There
tás,there
tás,THERE
tás,There
tata,*daddy
tata,*DADDY
tauca,stiff
tauca,STIFF
tauca,Stiff
tauca,wooden
tauca,WOODEN
tauca,Wooden
taura,(very) mighty
taura,(VERY) MIGHTY
taura,masterful; vast
taura,MASTERFUL; VAST
taura,Masterful; vast
taura,of unmeasured might
taura,OF UNMEASURED MIGHT
taura,Of unmeasured might
taura,size
taura,SIZE
taura,Size
taurë,forest
taurë,FOREST
taurë,Forest
taurë,(great) wood
taurë,(GREAT) WOOD
taurëa,forested
taurëa,FORESTED
taurëa,Forested
tautamo,carpenter
tautamo,CARPENTER
tautamo,Carpenter
tautamo,[wood] carver
tautamo,[WOOD] CARVER
tav-,*to endure
tav-,*TO ENDURE
táva,great tree
táva,GREAT TREE
táva,Great tree
tëa-,to indicate
tëa-,TO INDICATE
tëa-,To indicate
tecil,pen
tecil,PEN
tecil,Pen
tehta,(written) mark
tehta,(WRITTEN) MARK
tehta,sign
tehta,SIGN
tehta,Sign
tehta,symbol
tehta,SYMBOL
tehta,Symbol
tehta,†written letter
tehta,†WRITTEN LETTER
tel-,to end
tel-,TO END
tel-,To end
tel-,finish (intr.)
tel-,FINISH (INTR.)
tel-,Finish (intr.)
telco,leg; stem
telco,LEG; STEM
telco,Leg; stem
telconta-,to stride
telconta-,TO STRIDE
telconta-,To stride
telconta-,*(lit.) to leg it
telconta-,*(LIT.) TO LEG IT
telda,last
telda,LAST
telda,Last
telda,final
telda,FINAL
telda,Final
telepta,silver
telepta,SILVER
telepta,Silver
telluma,dome
telluma,DOME
telluma,Dome
telluma,cupola
telluma,CUPOLA
telluma,Cupola
telluma,vault
telluma,VAULT
telluma,Vault
telma,conclusion
telma,CONCLUSION
telma,Conclusion
telma,anything used to finish off a work
telma,ANYTHING USED TO FINISH OFF A WORK
telma,Anything used to finish off a work
telma,affair
telma,AFFAIR
telma,Affair
telpë,silver
telpë,SILVER
telpë,Silver
tyelpë,silver
tyelpë,SILVER
tyelpë,Silver
telpina,like silver (in hue
telpina,LIKE SILVER (IN HUE
telpina,Like silver (in hue
telpina,worth)
telpina,WORTH)
telpina,Worth)
telperin,like silver (in hue
telperin,LIKE SILVER (IN HUE
telperin,Like silver (in hue
telperin,worth)
telperin,WORTH)
telperin,Worth)
telu,last
telu,LAST
telu,Last
telumë,roof
telumë,ROOF
telumë,Roof
telumë,canopy; heaven
telumë,CANOPY; HEAVEN
telumë,Canopy; heaven
telumë,sky
telumë,SKY
telumë,Sky
telya-,to finish
telya-,TO FINISH
telya-,To finish
telya-,wind up
telya-,WIND UP
telya-,Wind up
telya-,conclude (trans.)
telya-,CONCLUDE (TRANS.)
telya-,Conclude (trans.)
téma,series
téma,SERIES
téma,Series
tenna²,letter (epistola)
tenna²,LETTER (EPISTOLA)
tenna²,Letter (epistola)
tengwa,(written) letter; sign
tengwa,(WRITTEN) LETTER; SIGN
tengwa,token
tengwa,TOKEN
tengwa,Token
tengwa,indicator
tengwa,INDICATOR
tengwa,Indicator
tengwa-,to read written matter
tengwa-,TO READ WRITTEN MATTER
tengwa-,To read written matter
tengwacilmë,spelling
tengwacilmë,SPELLING
tengwacilmë,Spelling
tengwassë,alphabet
tengwassë,ALPHABET
tengwassë,Alphabet
tengwë,sign
tengwë,SIGN
tengwë,Sign
tengwë,token
tengwë,TOKEN
tengwë,Token
tengwë,indication; writing
tengwë,INDICATION; WRITING
tengwë,Indication; writing
tengwelë,language (general term)
tengwelë,LANGUAGE (GENERAL TERM)
tengwelë,Language (general term)
tengwesta,grammar
tengwesta,GRAMMAR
tengwesta,Grammar
tengwesta,morphology
tengwesta,MORPHOLOGY
tengwesta,Morphology
tengwesta,system
tengwesta,SYSTEM
tengwesta,System
tengwesta,code of signs
tengwesta,CODE OF SIGNS
tengwesta,Code of signs
tengwesta,collection of matter concerning writing
tengwesta,COLLECTION OF MATTER CONCERNING WRITING
tengwesta,Collection of matter concerning writing
tengwesta,*language structure
tengwesta,*LANGUAGE STRUCTURE
tengwestië,language [as a concept]
tengwestië,LANGUAGE [AS A CONCEPT]
tengwestië,Language [as a concept]
tengwië,reading; language (*signing)
tengwië,READING; LANGUAGE (*SIGNING)
tengwië,Reading; language (*signing)
tenna³,thought
tenna³,THOUGHT
tenna³,Thought
tenna³,notion
tenna³,NOTION
tenna³,Notion
tenna³,idea
tenna³,IDEA
tenna³,Idea
tennoio,forever
tennoio,FOREVER
tennoio,Forever
tensi,already
tensi,ALREADY
tensi,Already
tensi,still
tensi,STILL
tensi,Still
tensi,up to now/here; yet [from present]
tensi,UP TO NOW/HERE; YET [FROM PRESENT]
tensi,Up to now/here; yet [from present]
tenta,still
tenta,STILL
tenta,Still
tenta,yet [past]
tenta,YET [PAST]
tenta,Yet [past]
tenta-,to point (to/out)
tenta-,TO POINT (TO/OUT)
tenta-,To point (to/out)
tenta-,indicate; to direct toward
tenta-,INDICATE; TO DIRECT TOWARD
tenta-,Indicate; to direct toward
tenta-,be directed toward; to go forth towards (with object)
tenta-,BE DIRECTED TOWARD; TO GO FORTH TOWARDS (WITH OBJECT)
tenta-,Be directed toward; to go forth towards (with object)
tercáno,herald
tercáno,HERALD
tercáno,Herald
tercen,insight
tercen,INSIGHT
tercen,Insight
tercen,*(lit.) through-sight
tercen,*(LIT.) THROUGH-SIGHT
tercenya,of insight
tercenya,OF INSIGHT
tercenya,Of insight
tercenya,*perceptive
tercenya,*PERCEPTIVE
termar-,to stand
termar-,TO STAND
termar-,To stand
termar-,*endure
termar-,*ENDURE
termar-,last
termar-,LAST
termar-,Last
termar-,(lit.) through-abide
termar-,(LIT.) THROUGH-ABIDE
tië,path
tië,PATH
tië,Path
tië,road
tië,ROAD
tië,Road
tië,way
tië,WAY
tië,Way
tië,line
tië,LINE
tië,Line
tihta-,to blink
tihta-,TO BLINK
tihta-,To blink
tihta-,peer
tihta-,PEER
tihta-,Peer
tildë,a fine sharp point
tildë,A FINE SHARP POINT
tildë,A fine sharp point
tillë,tip
tillë,TIP
tillë,Tip
tillë,point; [within compounds] finger
tillë,POINT; [WITHIN COMPOUNDS] FINGER
tillë,Point; [within compounds] finger
tillë,toe
tillë,TOE
tillë,Toe
tilma,point
tilma,POINT
tilma,Point
tin-,to spark
tin-,TO SPARK
tin-,To spark
tin-,glitter
tin-,GLITTER
tin-,Glitter
tinco,metal
tinco,METAL
tinco,Metal
tincotéma,t-series
tincotéma,T-SERIES
tincotéma,T-series
tindómë,(starry) twilight
tindómë,(STARRY) TWILIGHT
tindómë,(usually) time near dawn
tindómë,(USUALLY) TIME NEAR DAWN
tinga-,to go (for a long while)
tinga-,TO GO (FOR A LONG WHILE)
tinga-,To go (for a long while)
tinta-,to kindle
tinta-,TO KINDLE
tinta-,To kindle
tinta-,cause to spark
tinta-,CAUSE TO SPARK
tinta-,Cause to spark
tintila-,to twinkle
tintila-,TO TWINKLE
tintila-,To twinkle
tintila-,sparkle
tintila-,SPARKLE
tintila-,Sparkle
tintila-,glitter
tintila-,GLITTER
tintila-,Glitter
tintila-,give tremulous light
tintila-,GIVE TREMULOUS LIGHT
tintila-,Give tremulous light
tintila-,†tremble
tintila-,†TREMBLE
tinwë,spark
tinwë,SPARK
tinwë,Spark
tinwë,[apparent] star
tinwë,[APPARENT] STAR
tir-,to watch (over)
tir-,TO WATCH (OVER)
tir-,To watch (over)
tir-,guard
tir-,GUARD
tir-,Guard
tir-,heed; to look (at)
tir-,HEED; TO LOOK (AT)
tir-,Heed; to look (at)
tir-,gaze
tir-,GAZE
tir-,Gaze
tir-,observe
tir-,OBSERVE
tir-,Observe
tirila,watching (something)
tirila,WATCHING (SOMETHING)
tirila,Watching (something)
tírima,able to be watched
tírima,ABLE TO BE WATCHED
tírima,Able to be watched
tírima,observable
tírima,OBSERVABLE
tírima,Observable
tirion,watch-tower
tirion,WATCH-TOWER
tirion,Watch-tower
tirítë,watchful
tirítë,WATCHFUL
tirítë,Watchful
tirítë,vigilant
tirítë,VIGILANT
tirítë,Vigilant
tirmo,watcher
tirmo,WATCHER
tirmo,Watcher
töa,wood (as material)
töa,WOOD (AS MATERIAL)
töa,Wood (as material)
toina,wood
toina,WOOD
toina,Wood
tolbo,big toe; stump
tolbo,BIG TOE; STUMP
tolbo,Big toe; stump
tolbo,stub; thumb
tolbo,STUB; THUMB
tolbo,Stub; thumb
taltol,big toe
taltol,BIG TOE
taltol,Big toe
tollë¹,island
tollë¹,ISLAND
tollë¹,Island
tollë¹,(steep) isle
tollë¹,(STEEP) ISLE
tol,island
tol,ISLAND
tol,Island
tol,(steep) isle
tol,(STEEP) ISLE
tolma,protuberance contrived to serve a purpose
tolma,PROTUBERANCE CONTRIVED TO SERVE A PURPOSE
tolma,Protuberance contrived to serve a purpose
tolma,knob
tolma,KNOB
tolma,Knob
tolma,short rounded handle
tolma,SHORT ROUNDED HANDLE
tolma,Short rounded handle
tolya,prominent
tolya,PROMINENT
tolya,Prominent
tolyo,sticker-up
tolyo,STICKER-UP
tolyo,Sticker-up
tollo,sticker-up
tollo,STICKER-UP
tollo,Sticker-up
torna,hard
torna,HARD
torna,Hard
tuilë,spring
tuilë,SPRING
tuilë,Spring
tuilérë,*spring-day
tuilérë,*SPRING-DAY
tul-,to come
tul-,TO COME
tul-,To come
tulta-,to send (from point of view of receiver)
tulta-,TO SEND (FROM POINT OF VIEW OF RECEIVER)
